"(-9, 51)",7.46
"(-9, 52)",1.44
"(-9, 53)",2.14
"(-9, 54)",2.2
"(-9, 55)",8.23
"(-9, 56)",7.34
"(-9, 57)",6.58
"(-9, 58)",5.25
"(-9, 59)",4.47
"(-9, 60)",3.72
"(-9, 61)",2.94
"(-9, 62)",1.39
"(-9, 63)",0.98
"(-9, 64)",1.13
"(-9, 65)",1.33
"(-9, 66)",2.59
"(-9, 67)",4.15
"(-9, 68)",6.02
"(-9, 69)",6.45
"(-9, 70)",7.05
"(-9, 71)",6.05
"(-9, 72)",8.12
"(-8, 28)",3.34
"(-8, 29)",1.6
"(-8, 30)",2.27
"(-8, 31)",3.97
"(-8, 32)",7.08
"(-8, 33)",5.78
"(-8, 34)",6.68
"(-8, 35)",7.16
"(-8, 36)",7.17
"(-8, 37)",3.09
"(-8, 38)",3.6
"(-8, 39)",2.53
"(-8, 40)",1.85
"(-8, 41)",1.14
"(-8, 42)",0.07
"(-8, 43)",0.99
"(-8, 44)",4.32
"(-8, 45)",6.75
"(-8, 46)",8.02
"(-8, 47)",8.85
"(-8, 48)",8.86
"(-8, 49)",7.52
"(-8, 50)",6.32
"(-8, 51)",2.77
"(-8, 52)",1.88
"(-8, 53)",2.2
"(-8, 54)",1.6
"(-8, 55)",1.53
"(-8, 56)",8.39
"(-8, 57)",7.44
"(-8, 58)",5.97
"(-8, 59)",5.95
"(-8, 60)",4.72
"(-8, 61)",4.12
"(-8, 62)",2.79
"(-8, 63)",2.76
"(-8, 64)",2.78
"(-8, 65)",1.82
"(-8, 66)",3.65
"(-8, 67)",4.73
"(-8, 68)",7.27
"(-8, 69)",6.78
"(-8, 70)",4.67
"(-8, 71)",4.2
"(-8, 72)",8.7
"(-7, 28)",4.35
"(-7, 29)",3.35
"(-7, 30)",2.55
"(-7, 31)",1.03
"(-7, 32)",3.53
"(-7, 33)",4.6
"(-7, 34)",0.89
"(-7, 35)",6.41
"(-7, 36)",7.11
"(-7, 37)",7.32
"(-7, 38)",2.18
"(-7, 39)",3.09
"(-7, 40)",2.67
"(-7, 41)",1.34
"(-7, 42)",2.83
"(-7, 43)",0.75
"(-7, 44)",6.87
"(-7, 45)",8.48
"(-7, 46)",9.3
"(-7, 47)",10.17
"(-7, 48)",8.2
"(-7, 49)",5.96
"(-7, 50)",4.62
"(-7, 51)",2.37
"(-7, 52)",2.16
"(-7, 53)",2.12
"(-7, 54)",2.94
"(-7, 55)",5.66
"(-7, 56)",10.01
"(-7, 57)",7.36
"(-7, 58)",2.4
"(-7, 59)",6.22
"(-7, 60)",6.28
"(-7, 61)",5.79
"(-7, 62)",6.69
"(-7, 63)",4.97
"(-7, 64)",3.73
"(-7, 65)",3.58
"(-7, 66)",5.19
"(-7, 67)",4.92
"(-7, 68)",8.65
"(-7, 69)",7.16
"(-7, 70)",7.69
