FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.978,Norway,278637,Operational,ÅSGARD N,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,04/10/2000,,272,161831.135802,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (65.1739167000001 6.85144440000005)
platforms.979,Norway,278441,Operational,STATFJORD NORD D,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,16/06/1995,,272,142919.299129,MULTI WELL TEMPLATE; WATER INJECTION,POINT (61.4473611000001 1.91416670000007)
platforms.980,Norway,430668,Operational,BALDER SDU B,Subsea steel,Subsea,Vår Energi ASA,NO_25/11,Crude Oil,,,18/11/2013,,127,141233.713225,SUBSEA STRUCTURE; DISTRIBUTION,POINT (59.1778556 2.37837500000006)
platforms.982,Norway,286561,Decommissioned,STATFJORD-A-ALP,Other,Other,Equinor Energy AS,NO_33/9,Crude Oil,,,24/11/1979,,145,142945.400473,LOADING SYSTEM,POINT (61.2635028000001 1.88722780000006)
platforms.983,Norway,282753,Closed down,25/11-A-20 H BALDER,,,Vår Energi ASA,,,,,10/10/2001,,127,142136.365696,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (59.1909444 2.36004720000005)
platforms.984,Norway,286001,Operational,31/5-H-6 H TROLL H-6,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,,,,23/12/1995,,317,62685.6553931,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (60.7130139000001 3.50943330000007)
platforms.985,Norway,443567,Operational,GULLFAKS SC,,,Equinor Energy AS,,,,,11/10/2015,,135,125233.001553,SUBSEA STRUCTURE; SUBSEA COMPRESSION,POINT (61.1044444 2.18444440000007)
platforms.986,Norway,281857,Operational,DRAUGEN PLEM-106,Subsea steel,Other,OKEA ASA,NO_6407/9,,,,19/10/1993,,256,58774.5336183,SUBSEA STRUCTURE; PIPELINE END MANIFOLD,POINT (64.3468028 7.84422780000006)
platforms.987,Norway,284517,Under construction,34/8-A-18 AH/H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,,,335,113264.443985,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.3699 2.45873330000006)
platforms.990,Norway,375245,Operational,BOA,Subsea steel,Subsea,Aker BP ASA,NO_24/6,Crude Oil,,,08/06/2008,,125,168905.825925,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (59.5765500000001 1.92370560000006)
platforms.991,Norway,287429,Operational,KRISTIN T,Subsea steel,Subsea,Gassco AS,NO_6406/3,,,,05/11/2005,,319,144828.651312,SUBSEA STRUCTURE; T-CONNECTION,POINT (64.9666139 6.76978060000005)
platforms.992,Norway,356244,Operational,DRAUGEN C,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,19/10/1993,,276,58907.5125535,MULTI WELL TEMPLATE; WATER INJECTION,POINT (64.3107111 7.73840830000006)
platforms.993,Norway,408635,Operational,SKARV B/C ØST,Fixed steel,Subsea,Aker BP ASA,NO_6507/5,Natural Gas,,,31/12/2012,,375,164156.807392,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (65.7043694000001 7.59128890000005)
platforms.994,Norway,282277,Operational,SIGYN,Subsea steel,Subsea,Equinor Energy AS,NO_16/7,Natural Gas,,,22/12/2002,,70,196372.630551,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (58.2849917 2.04376110000004)
platforms.995,Norway,284909,Operational,6407/7-A-13 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,01/01/2002,,330,73842.8780225,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (64.2711722000001 7.20198890000006)
platforms.996,Norway,435301,Operational,6407/9-G-3 H,,,OKEA ASA,,,,,23/06/2016,,268,60945.1854867,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (64.3403556000001 7.75266110000007)
platforms.998,Norway,283257,Operational,25/11-A-6 H BALDER,,,Vår Energi ASA,,,,,13/11/1999,,127,142114.157803,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (59.1912028 2.36039170000004)
platforms.999,Norway,287177,Operational,JOTUN SSIV,Subsea steel,Subsea,Vår Energi ASA,NO_25/8,Crude Oil,,,22/11/1999,,126,142294.241637,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (59.4575278 2.36448610000002)
platforms.1001,Norway,410887,Operational,GOLIAT FPSO,,,Vår Energi ASA,,,,,12/03/2016,,371,54153.7957127,FPSO; OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER,POINT (71.3110389 22.2525083)
platforms.1003,Norway,287765,Decommissioned,YME-STL,Other,Other,Repsol Norge AS,NO_9/2,Crude Oil,,,27/02/1996,,94,101884.10412,LOADING SYSTEM,POINT (57.8343 4.55005280000006)
platforms.1004,Norway,284881,Operational,31/2-D-2 H TROLL D-2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,14/02/1996,,338,60250.5221282,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (60.8584667000001 3.44543610000005)
platforms.1005,Norway,284993,Operational,6407/7-A-14 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,01/10/1997,,330,73853.5315047,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (64.2712111000001 7.20178060000006)
platforms.1006,Norway,284461,Operational,34/8-A-13 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,01/01/2000,,335,113290.250023,SINGLE WELL TEMPLATE; WATER PRODUCER,POINT (61.3704306000001 2.45831110000006)
platforms.1007,Norway,364278,Operational,SNØHVIT D,Subsea steel,Subsea,Equinor Energy AS,NO_7121/4,Natural Gas,,,21/08/2007,,337,99228.2973601,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (71.5921667000001 21.273)
platforms.1009,Norway,281381,Decommissioned,EDDA FL,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,,,01/12/1976,,70,274448.925822,JACKET TRIPOD,POINT (56.4637750000001 3.10557780000005)
platforms.1010,Norway,376298,Operational,25/4-E1 H VILJE E1,Subsea steel,Subsea,Aker BP ASA,NO_25/4,Crude Oil,,,01/08/2008,,122,151079.488391,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (59.6563694000001 2.27840000000003)
platforms.1013,Norway,443856,Operational,GINA KROG,,,Equinor Energy AS,,,,,30/06/2017,,116,197747.203758,JACKET 4 LEGS; PROCESSING - QUARTER - WELLHEAD,POINT (58.5721806000001 1.69678890000006)
platforms.1014,Norway,287205,Operational,STATFJ-NORD SSIV,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,26/08/1999,,145,142430.063968,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (61.2968083000001 1.90898610000005)
platforms.1015,Norway,449339,Operational,JOHAN SVERDRUP F,,,Equinor Energy AS,,,,,05/10/2019,,120,140384.332711,MULTI WELL TEMPLATE; WATER INJECTION,POINT (58.7847917 2.59783890000006)
platforms.1016,Norway,430375,Decommissioned,BRYNHILD,,,,,,,,25/12/2014,,82,230861.174067,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (57.4927778000001 2.30261110000004)
platforms.1018,Norway,283229,Operational,25/11-A-5 H BALDER,,,Vår Energi ASA,,,,,15/11/1999,,127,142159.779207,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (59.1917278000001 2.35949720000002)
platforms.1020,Norway,716235,Operational,16/4 SOLVEIG BE,,,Lundin Energy Norway AS,,,,,30/09/2021,,100,166150.387511,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (58.6776139 2.20280000000002)
platforms.1022,Norway,451420,Operational,6507/5-L-1H ÆRFUGL,,,Aker BP ASA,,,,,12/11/2020,,406,163879.640321,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (65.6270611 7.49030280000005)
platforms.1023,Norway,285525,Operational,31/2-E-3 H TROLL E-3,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,01/04/2003,,330,62415.0730115,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (60.7998111000001 3.44937500000003)
platforms.1026,Norway,280233,Decommissioned,15/6-A-1 H Glitne,Subsea steel,Subsea,,NO_15/6,Crude Oil,,,29/08/2001,,112,193218.958008,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (58.7130278000001 1.66811110000003)
platforms.1028,Norway,370415,Operational,34/8-A-33 H,,,Equinor Energy AS,,,,,18/10/2005,,335,113240.261062,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (61.3703306 2.45923610000006)
platforms.1029,Norway,410592,Closed down,OSELVAR,Subsea steel,Subsea,,NO 1/3-6,Crude Oil,,,14/04/2012,,72,252921.047096,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (56.9330556 2.67111110000008)
platforms.1032,Norway,359760,Operational,BYGGVE,Subsea steel,Subsea,TotalEnergies EP Norge AS,NO_25/5,Natural Gas,,,01/03/2004,,120,138072.895164,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (59.6176778000001 2.49720280000003)
platforms.1033,Norway,411354,Operational,GOLIAT I,,,Vår Energi ASA,,,,,12/03/2016,,327,47425.6241936,MULTI WELL TEMPLATE; WATER INJECTION,POINT (71.2424472000001 22.2511722)
platforms.1034,Norway,376822,Decommissioned,NAVION SAGA,Floating steel,Above water production,Lundin Energy Norway AS,NO_15/9,Crude Oil,,,12/02/2008,,90,192439.452098,FSU; OFFLOADING - STORAGE,POINT (58.4613583 1.90845280000002)
platforms.1035,Norway,281157,Operational,EKOFISK BS3,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,,,01/01/1974,,72,262873.847626,JACKET TRIPOD,POINT (56.5483528 3.21451670000005)
platforms.1037,Norway,278609,Operational,ÅSGARD L,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,20/05/1999,,288,160162.974728,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (65.13825 6.78269440000003)
platforms.1038,Norway,721563,Under construction,JOHAN SVERDRUP K,,,Equinor Energy AS,,,,,,,109,143540.289085,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (58.7480306000001 2.57050000000004)
platforms.1040,Norway,404044,Operational,YME SLS,Other,Other,Repsol Norge AS,NO_9/2,Crude Oil,,,25/10/2021,,93,102303.896143,LOADING SYSTEM; OFFLOADING,POINT (57.8241833000001 4.55738890000003)
platforms.1041,Norway,426442,Operational,EKOFISK VB-T,Fixed steel,Subsea,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,,,16/05/2013,,73,269025.259571,SUBSEA STRUCTURE; T-CONNECTION,POINT (56.4949694000001 3.17751670000007)
platforms.1042,Norway,285245,Operational,6407/7-A-8 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,01/10/1997,,330,73808.4136225,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (64.2709028 7.20241110000006)
platforms.1044,Norway,360488,Operational,KRISTIN N,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Natural Gas,,,03/11/2005,,368,158717.300245,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (65.0281111 6.47960560000007)
platforms.1045,Norway,282613,Operational,ÅSGARD ERB,Subsea steel,Other,Gassco AS,NO_6506/12,,,,01/10/2000,,305,156795.340592,SUBSEA STRUCTURE; RISER BASE,POINT (65.1066861 6.79905280000003)
platforms.1046,Norway,374139,Operational,OSEBERG DELTA,Subsea steel,Subsea,Equinor Energy AS,NO_30/9,Crude Oil,,,27/06/2008,,101,113585.211646,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.4681194 2.68159440000005)
platforms.1049,Norway,407790,Operational,VEGA NORD,Subsea steel,Subsea,Wintershall Dea Norge AS,NO_35/8,Natural Gas,,,02/12/2010,,377,64422.4104869,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (61.3711722 3.37689170000004)
platforms.1050,Norway,403356,Operational,GJØA C,Subsea steel,Subsea,Neptune Energy Norge AS,NO_35/9,Crude Oil,,,07/11/2010,,350,33119.2640602,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.3408417000001 3.95834720000005)
platforms.1053,Norway,451762,Operational,JOHAN SVERDRUP P1,,,Equinor Energy AS,,,,,05/10/2019,,113.40000153,140663.298049,JACKET 8 LEGS; DISTRIBUTION - PROCESSING - SEPARATION,POINT (58.8366278 2.55027780000006)
platforms.1054,Norway,452957,Under construction,JOHAN CASTBERG CC,,,Equinor Energy AS,,,,,01/01/2052,,344,195365.313547,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER - WATER INJECTION,POINT (72.3904278000001 20.1294861000001)
platforms.1056,Norway,286645,Operational,37/4-BP,Subsea steel,Subsea,ConocoPhillips Skandinavia AS,UK_10037/4,,,,01/01/1987,,85,204028.466741,SUBSEA STRUCTURE; BYPASS,POINT (55.9001611 1.61222220000008)
platforms.1058,Norway,277769,Closed down,34/10-A-9 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,15/05/1988,,136,127717.2737,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.1767278 2.14928890000004)
platforms.1059,Norway,280177,Decommissioned,DRAUGEN FLP,Other,Other,OKEA ASA,NO_6407/9,Crude Oil,,,19/10/1993,,258,58893.3378672,LOADING SYSTEM; OFFLOADING,POINT (64.347 7.84069440000007)
platforms.1060,Norway,286617,Operational,VESLEFRIKK T,Subsea steel,Subsea,Gassco AS,NO_30/6,,,,01/09/1991,,110,99423.2911294,SUBSEA STRUCTURE; T-CONNECTION,POINT (60.5605361 2.89805560000002)
platforms.1062,Norway,284153,Operational,6407/9-E-2 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,30/11/2002,,293,54938.7561929,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (64.2620194 7.73086110000003)
platforms.1063,Norway,717185,Operational,16/1-CA ROLVSNES,,,Lundin Energy Norway AS,,,,,30/06/2021,,106,156624.422047,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (58.8143028000001 2.27061110000005)
platforms.1064,Norway,278049,Operational,HEIDRUN B,Subsea steel,Subsea,Equinor Energy AS,NO_6507/7,Crude Oil,,,15/08/1995,,339,160744.848972,MULTI WELL TEMPLATE; WATER INJECTION,POINT (65.3127778 7.26250000000005)
platforms.1066,Norway,409166,Operational,EKOFISK VA,Subsea steel,Subsea,ConocoPhillips Skandinavia AS,NO_2/4-2,Crude Oil,,,30/04/2010,,73,263884.047073,MULTI WELL TEMPLATE; WATER INJECTION,POINT (56.5381333 3.21200560000005)
platforms.1067,Norway,435244,Operational,6407/9-G-1 H,,,OKEA ASA,,,,,01/11/2014,,259,62552.9796359,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (64.3464083000001 7.71775000000002)
platforms.1068,Norway,283761,Operational,6407/7-A-9 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,01/10/1997,,330,73802.4457396,SINGLE WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (64.2709444000001 7.20263890000007)
platforms.1069,Norway,424456,Operational,34/8-A-30 H,,,Equinor Energy AS,,,,,01/01/2000,,335,113268.640807,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (61.3705083 2.45872500000007)
platforms.1070,Norway,378362,Operational,ALVE,Subsea steel,Subsea,Equinor Energy AS,NO_6507/3,Natural Gas,,,19/03/2009,,390,163196.985345,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (65.9684444000001 7.81010280000004)
platforms.1071,Norway,281717,Operational,34/7-I-5 H TORDIS I-5,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,03/06/1994,,200,131019.628789,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.2764556000001 2.11764440000007)
platforms.1072,Norway,284293,Operational,34/4-L H SNORRE,,,Equinor Energy AS,,,,,27/06/2001,,340,128378.334846,MULTI WELL TEMPLATE; WATER/GAS INJECTION,POINT (61.5255556000001 2.21250000000003)
platforms.1074,Norway,403472,Operational,GJØA E,Subsea steel,Subsea,Neptune Energy Norge AS,NO_36/7,Condensate,,,07/11/2010,,370,30630.7918031,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (61.3636389000001 4.01474440000004)
platforms.1075,Norway,430070,Operational,VIGDIS NORDØST T,Fixed steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,11/03/2013,,290,131645.298059,SUBSEA STRUCTURE; T-CONNECTION,POINT (61.3970917 2.11754720000005)
platforms.1076,Norway,727345,Operational,24/6-A-7 Alvheim,,,Aker BP ASA,,,,,01/02/2018,,121,168939.322539,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (59.5766444000001 1.92313610000002)
platforms.1079,Norway,406437,Operational,ORMEN LANGE D,Subsea steel,Subsea,A/S Norske Shell,NO_6305/5,Natural Gas,,,12/07/2010,,854,84611.2818131,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (63.3863389000001 5.31375280000003)
platforms.1080,Norway,403775,Operational,YME BETA,Subsea steel,Subsea,Repsol Norge AS,NO_9/2,Crude Oil,,,25/10/2021,,77,115728.128143,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (57.7563000000001 4.36871940000003)
platforms.1081,Norway,719936,Under construction,25/11 M4W BALDER,,,Vår Energi ASA,,,,,,,125,144834.416211,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (59.1656361 2.31755560000005)
platforms.1082,Norway,278777,Operational,ÅSGARD K,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,04/10/2000,,296,161709.889361,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (65.1338333 6.70700000000005)
platforms.1084,Norway,459964,Under construction,JOHAN CASTBERG UMBILICAL BASE,,,Equinor Energy AS,,,,,01/01/2022,,360,202594.388077,SUBSEA STRUCTURE; RISER BASE - UMBILICAL SUPPORT,POINT (72.484 20.2370972000001)
platforms.1085,Norway,710086,Operational,TROLL W2,,,Equinor Energy AS,,,,,27/08/2021,,335,57425.4502943,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (60.8388722000001 3.51515830000005)
platforms.1087,Norway,391270,Under construction,ÅSGARD D,Subsea steel,Subsea,,NO_6506/11,,,,,,300,158356.956976,SINGLE WELL TEMPLATE,POINT (65.0680750000001 6.61123330000004)
platforms.260,Netherlands,389761200,Operational,Sidetap L9-FF-1,,Other,,,,,,,,,48991.9470004,,POINT (53.544017135 4.34941100100002)
platforms.1088,Norway,360577,Operational,KRISTIN P,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Natural Gas,,,27/12/2005,,372,158833.612609,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (65.0146306 6.43821390000005)
platforms.1089,Norway,282025,Operational,HEIDRUN SDU,Subsea steel,Other,Equinor Energy AS,NO_6507/7,,,,15/08/2000,,345,158669.265061,SUBSEA STRUCTURE; DISTRIBUTION,POINT (65.3255556 7.31722220000006)
platforms.1090,Norway,285133,Operational,FRAM A2,Subsea steel,Subsea,Equinor Energy AS,NO_35/11,Crude Oil,,,02/10/2003,,360,53439.4861037,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.0854694000001 3.51699170000006)
platforms.1095,Norway,438207,Operational,6407/9-G-2 H,,,OKEA ASA,,,,,12/06/2016,,245,62419.5758331,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (64.3705361 7.79134720000008)
platforms.1096,Norway,408227,Operational,VOLUND,Subsea steel,Subsea,Aker BP ASA,NO_24/9,Crude Oil,,,16/09/2009,,124,165273.093351,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (59.4960611000001 1.96512220000005)
platforms.1097,Norway,425582,Operational,ALVHEIM SOUTH RISER BASE,,,Aker BP ASA,,,,,08/06/2008,,125,164454.327277,SUBSEA STRUCTURE; RISER BASE,POINT (59.5653889000001 1.99985830000003)
platforms.1098,Norway,282221,Operational,NORNE ERB,Subsea steel,Other,Gassco AS,NO_6608/10,,,,01/10/2000,,378,152563.337551,SUBSEA STRUCTURE; RISER BASE,POINT (66.0273056 8.08838890000004)
platforms.1099,Norway,722456,Under construction,JOHAN SVERDRUP Q,,,Equinor Energy AS,,,,,,,117,132520.964177,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (58.7693083 2.76240830000006)
platforms.1100,Norway,444592,Operational,GINA KROG FSO,,,Equinor Energy AS,,,,,03/10/2017,,116,195212.843824,FSU; OFFLOADING - STORAGE,POINT (58.5840056000001 1.73432500000007)
platforms.1101,Norway,281773,Operational,ÅSGARD O,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,04/10/2000,,286,160171.882921,MULTI WELL TEMPLATE; WATER INJECTION,POINT (65.1389 6.78473890000004)
platforms.1103,Norway,285385,Operational,NJORD SDU-2,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,01/10/1997,,330,73848.2951898,SUBSEA STRUCTURE; DISTRIBUTION,POINT (64.2709861000001 7.20152220000006)
platforms.1105,Norway,454141,Operational,OSEBERG H,,,Equinor Energy AS,,,,,14/10/2018,,107,108428.782446,JACKET 4 LEGS; GAS PRODUCER - OIL PRODUCER - WELLHEAD,POINT (60.5484944 2.73336670000003)
platforms.1106,Norway,364390,Operational,SNØHVIT N,Subsea steel,Subsea,Equinor Energy AS,NO_7121/7,Natural Gas,,,21/08/2007,,325,94795.6897736,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (71.4885278 21.0848611000001)
platforms.1107,Norway,727047,Operational,24/6-A-6 H Alvheim,,,Aker BP ASA,,,,,01/02/2018,,121,168918.69051,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (59.5765028000001 1.92345830000005)
platforms.1108,Norway,377347,Decommissioned,15/5-A-7 H Glitne,Subsea steel,Subsea,,NO_15/5,Crude Oil,,,30/11/2007,,109,195250.429453,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (58.7125556 1.63102780000003)
platforms.1110,Norway,409905,Operational,31/5-Z-2H TROLL Z-2,,,Equinor Energy AS,,,,,01/03/2011,,318,62925.1951069,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (60.7141417 3.50443890000003)
platforms.1111,Norway,449559,Operational,JOHAN SVERDRUP E,,,Equinor Energy AS,,,,,05/10/2019,,120,141010.379267,MULTI WELL TEMPLATE; WATER INJECTION,POINT (58.86985 2.51941670000002)
platforms.1112,Norway,713532,Operational,6507/3-G-1H ÆRFUGL,,,Aker BP ASA,,,,,03/11/2021,,368,165998.575423,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (65.9178167000001 7.72097220000006)
platforms.1113,Norway,284209,Operational,25/11-D-2 H BALDER,,,Vår Energi ASA,,,,,30/09/1999,,127,139251.260659,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (59.1998889000001 2.40921110000005)
platforms.1115,Norway,277461,Decommissioned,MIME,Subsea steel,Subsea,,NO_7/11,Crude Oil,,,01/10/1990,,85,246974.094029,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (57.1201417 2.48626670000004)
platforms.1118,Norway,411238,Operational,GOLIAT G,,,Vår Energi ASA,,,,,12/03/2016,,394,52612.1974094,MULTI WELL TEMPLATE; WATER INJECTION,POINT (71.3045278000001 22.3105611)
platforms.1119,Norway,280989,Operational,DRAUGEN D,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,01/11/2001,,265,61996.934239,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (64.3423333000001 7.72446670000005)
platforms.1120,Norway,283145,Operational,34/8-A-4 H/AH,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,01/01/2001,,335,113225.290888,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.3702833 2.45951110000004)
platforms.1121,Norway,281045,Operational,TUNE,Subsea steel,Subsea,Equinor Energy AS,NO_30/8,Natural Gas,,,28/11/2002,,100,115112.865748,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (60.4675222000001 2.65330830000005)
platforms.1122,Norway,284069,Operational,6407/9-D-1 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,13/12/2001,,265,62024.3311886,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (64.342425 7.72384170000004)
platforms.1123,Norway,435436,Operational,OSEBERG DELTA O,,,Equinor Energy AS,,,,,21/02/2015,,103,115950.628209,MULTI WELL TEMPLATE; GAS INJECTOR - OIL PRODUCER,POINT (60.4001583 2.67116940000005)
platforms.1124,Norway,282557,Decommissioned,YME B ØST,Subsea steel,Subsea,Repsol Norge AS,NO_9/2,Crude Oil,,,01/06/1996,,82,116447.762887,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (57.7542444000001 4.35606110000003)
