FID,munition_type,description,infoprov,thedate,dist_coast,geometry
munitions.384,Conventional,,https://odims.ospar.org/,2022,2102.959227,POINT (48.0970999995654 -4.26020000042962)
munitions.385,Conventional,,https://odims.ospar.org/,2022,23820.70884,POINT (49.5590999996653 -0.585199999680185)
munitions.386,Conventional,,https://odims.ospar.org/,2022,1332.226337,POINT (50.9308000003198 1.74610000021488)
munitions.387,Conventional,,https://odims.ospar.org/,2022,647.1028345,POINT (49.8626999996054 0.607199999980082)
munitions.388,Conventional,,https://odims.ospar.org/,2022,896.3393216,POINT (47.7167000004047 -3.31669999990504)
munitions.389,Conventional,,https://odims.ospar.org/,2022,3219.39338,POINT (49.6888000003198 -1.6385999996902)
munitions.390,Conventional,,https://odims.ospar.org/,2022,819.1625994,POINT (50.9347000003048 1.70519999998004)
munitions.391,Conventional,,https://odims.ospar.org/,2022,3219.39338,POINT (49.6888000003198 -1.6385999996902)
munitions.392,Conventional,,https://odims.ospar.org/,2022,35.0463575,POINT (47.3499999999001 -2.51669999970517)
munitions.393,Conventional,,https://odims.ospar.org/,2022,111.0219937,POINT (48.2749999998501 -4.59609999971519)
munitions.394,Conventional,,https://odims.ospar.org/,2022,48.39785023,POINT (49.6537999996703 -1.6385999996902)
munitions.395,Conventional,,https://odims.ospar.org/,2022,48.39785023,POINT (49.6537999996703 -1.6385999996902)
munitions.396,Conventional,,https://odims.ospar.org/,2022,2722.924967,POINT (50.3854999996253 1.65799999970028)
munitions.397,Conventional,,https://odims.ospar.org/,2022,6770.736026,POINT (49.8100000001999 0.300000000399734)
munitions.398,Conventional,,https://odims.ospar.org/,2022,7267.55763,POINT (49.7601999996303 -1.26299999975015)
munitions.399,Conventional,,https://odims.ospar.org/,2022,2954.24295,POINT (47.3998999996853 -3.19490000023478)
munitions.400,Conventional,,https://odims.ospar.org/,2022,2303.566997,POINT (48.1849999998502 -4.36500000034971)
munitions.401,Conventional,,https://odims.ospar.org/,2022,11997.97118,POINT (51.2030000001499 2.51749999992512)
munitions.402,Conventional,,https://odims.ospar.org/,2022,2145.144968,POINT (50.167500000025 1.51380000036977)
munitions.403,Conventional,,https://odims.ospar.org/,2022,8300.718921,POINT (49.6076999997553 0.254099999815196)
munitions.404,Conventional,,https://odims.ospar.org/,2022,152.7800918,POINT (48.6000000001 -2.55000000019982)
munitions.405,Conventional,,https://odims.ospar.org/,2022,3219.39338,POINT (49.6888000003198 -1.6385999996902)
munitions.406,Conventional,,https://odims.ospar.org/,2022,1547.445325,POINT (47.1332999999951 -2.16670000040466)
munitions.407,Conventional,,https://odims.ospar.org/,2022,152.7800918,POINT (48.6000000001 -2.55000000019982)
munitions.408,Conventional,,https://odims.ospar.org/,2022,8899.248376,POINT (51.11300000015 2.12609999981521)
munitions.409,Conventional,,https://odims.ospar.org/,2022,1273.919125,POINT (49.7101999997303 -1.92659999969021)
munitions.410,Conventional,,https://odims.ospar.org/,2022,202.3614993,POINT (48.3152000001799 -4.54940000000994)
munitions.411,Conventional,,https://odims.ospar.org/,2022,2070.444616,POINT (48.0166999998052 -4.48329999959526)
munitions.412,Conventional,,https://odims.ospar.org/,2022,1238.679657,POINT (49.6716000003398 -1.9624999995753)
munitions.413,Conventional,,https://odims.ospar.org/,2022,5686.835864,POINT (51.0249999997503 1.8598999996853)
munitions.414,Conventional,,https://odims.ospar.org/,2022,76.88741063,POINT (47.7167000004047 -3.35000000039963)
munitions.415,Conventional,,https://odims.ospar.org/,2022,2733.504721,POINT (49.881900000085 0.604699999805177)
munitions.416,Conventional,,https://odims.ospar.org/,2022,24375.19268,POINT (50.3815999996403 1.2100000001999)
munitions.417,Conventional,,https://odims.ospar.org/,2022,2362.277245,POINT (47.696900000135 -3.25120000017984)
munitions.418,Conventional,,https://odims.ospar.org/,2022,442.8109114,POINT (49.5965999995904 0.109999999700278)
munitions.419,Conventional,,https://odims.ospar.org/,2022,4707.048377,POINT (48.1637999997702 -4.4715999996402)
munitions.420,Conventional,,https://odims.ospar.org/,2022,2362.277245,POINT (47.696900000135 -3.25120000017984)
munitions.421,Conventional,,https://odims.ospar.org/,2022,568.2896415,POINT (45.5106999997053 -1.12519999968021)
munitions.422,Conventional,,https://odims.ospar.org/,2022,1802.351622,POINT (51.0480000001 2.460500000075)
munitions.423,Conventional,,https://odims.ospar.org/,2022,8899.248376,POINT (51.11300000015 2.12609999981521)
munitions.424,Conventional,,https://odims.ospar.org/,2022,21577.26655,POINT (49.5504999996753 -0.751600000239762)
munitions.425,Conventional,,https://odims.ospar.org/,2022,1736.943675,POINT (49.6724999995754 -1.61609999991504)
munitions.426,Conventional,,https://odims.ospar.org/,2022,8300.718921,POINT (49.6076999997553 0.254099999815196)
munitions.427,Conventional,,https://odims.ospar.org/,2022,42529.65469,POINT (49.7274999998252 -0.513800000369656)
munitions.428,Conventional,,https://odims.ospar.org/,2022,6488.651133,POINT (49.4057999997702 -0.717499999725135)
munitions.429,Conventional,,https://odims.ospar.org/,2022,1368.276885,POINT (49.4077000001549 -0.978299999944966)
munitions.430,Conventional,,https://odims.ospar.org/,2022,5537.016383,POINT (49.2037999996703 -1.71360000043961)
munitions.431,Conventional,,https://odims.ospar.org/,2022,5022.120229,POINT (49.9525000002748 0.90940000010994)
munitions.432,Conventional,,https://odims.ospar.org/,2022,3029.957246,POINT (51.0626999999051 2.16160000013997)
munitions.433,Conventional,,https://odims.ospar.org/,2022,4970.824143,POINT (51.0790999998652 2.1477000003548)
munitions.434,Conventional,,https://odims.ospar.org/,2022,4168.523853,POINT (51.0718999996853 2.15129999999505)
munitions.435,Conventional,,https://odims.ospar.org/,2022,2717.429178,POINT (50.9340999996153 1.82970000005503)
munitions.436,Conventional,,https://odims.ospar.org/,2022,6958.585826,POINT (50.6587999998202 1.67190000038477)
munitions.437,Conventional,,https://odims.ospar.org/,2022,2717.429178,POINT (50.9340999996153 1.82970000005503)
munitions.438,Conventional,,https://odims.ospar.org/,2022,2685.440921,POINT (47.8553999997102 -3.8525999996902)
munitions.439,Conventional,,https://odims.ospar.org/,2022,12058.1286,POINT (51.2038000001699 2.51799999960036)
munitions.440,Conventional,,https://odims.ospar.org/,2022,88.31879443,POINT (47.11540000011 -2.10439999986005)
munitions.441,Conventional,,https://odims.ospar.org/,2022,424.6823604,POINT (49.3366000002898 -0.485500000224761)
munitions.442,Conventional,,https://odims.ospar.org/,2022,7956.270908,POINT (49.3768999998352 -0.0941000001148495)
munitions.443,Conventional,,https://odims.ospar.org/,2022,1934.07721,POINT (50.6821999997302 1.59299999965032)
munitions.444,Conventional,,https://odims.ospar.org/,2022,9514.633764,POINT (49.3772000001799 -0.245200000179807)
munitions.445,Conventional,,https://odims.ospar.org/,2022,2684.610746,POINT (49.5082999997452 -1.3232999997951)
munitions.446,Conventional,,https://odims.ospar.org/,2022,18284.4975,POINT (50.2875000003248 1.28110000006501)
munitions.447,Conventional,,https://odims.ospar.org/,2022,6008.833092,POINT (49.7569000003348 -1.33409999961526)
munitions.448,Conventional,,https://odims.ospar.org/,2022,2605.980024,POINT (46.72020000013 -1.94590000028472)
munitions.449,Conventional,,https://odims.ospar.org/,2022,2732.444629,POINT (45.7703999995604 -1.140299999945)
munitions.450,Conventional,,https://odims.ospar.org/,2022,3009.993458,POINT (50.8621999997303 1.67880000021989)
munitions.451,Conventional,,https://odims.ospar.org/,2022,424.6823604,POINT (49.3366000002898 -0.485500000224761)
munitions.452,Conventional,,https://odims.ospar.org/,2022,12935.23801,POINT (50.2194000003098 1.31829999964532)
munitions.453,Conventional,,https://odims.ospar.org/,2022,382.8668715,POINT (44.2341000004147 -1.30059999979011)
munitions.454,Conventional,,https://odims.ospar.org/,2022,382.8668715,POINT (44.2341000004147 -1.30059999979011)
munitions.455,Conventional,,https://odims.ospar.org/,2022,3421.876327,POINT (50.6969000004347 1.62499999955037)
munitions.456,Conventional,,https://odims.ospar.org/,2022,6249.495646,POINT (50.644100000015 1.6647000002049)
munitions.457,Conventional,,https://odims.ospar.org/,2022,3.87752159,POINT (47.8805999998901 -3.9321000002148)
munitions.458,Conventional,,https://odims.ospar.org/,2022,23587.19219,POINT (50.43360000004 1.22660000038974)
munitions.459,Conventional,,https://odims.ospar.org/,2022,13414.74177,POINT (50.1661000002149 1.26969999955537)
munitions.460,Conventional,,https://odims.ospar.org/,2022,22499.7547,POINT (50.2665999996903 1.20440000005999)
munitions.461,Conventional,,https://odims.ospar.org/,2022,6689.579841,POINT (50.7551999999801 1.69939999961036)
munitions.462,Conventional,,https://odims.ospar.org/,2022,3029.957246,POINT (51.0626999999051 2.16160000013997)
munitions.463,Conventional,,https://odims.ospar.org/,2022,99.89927763,POINT (48.2757999998702 -4.597099999965)
munitions.464,Conventional,,https://odims.ospar.org/,2022,502.9633639,POINT (49.3930000003498 0.122699999905137)
munitions.465,Conventional,,https://odims.ospar.org/,2022,99.89927763,POINT (48.2757999998702 -4.597099999965)
munitions.466,Conventional,,https://odims.ospar.org/,2022,21568.21565,POINT (47.42840000006 -3.53460000028974)
munitions.467,Conventional,,https://odims.ospar.org/,2022,9742.937325,POINT (50.0661000004147 1.16409999961536)
munitions.468,Conventional,,https://odims.ospar.org/,2022,580.1493538,POINT (47.001100000065 -2.24710000016483)
munitions.469,Conventional,,https://odims.ospar.org/,2022,2303.566997,POINT (48.1849999998502 -4.36500000034971)
munitions.470,Conventional,,https://odims.ospar.org/,2022,2436.305531,POINT (50.9012999996953 1.71969999955536)
munitions.471,Conventional,,https://odims.ospar.org/,2022,442.8109114,POINT (49.5965999995904 0.109999999700278)
munitions.472,Conventional,,https://odims.ospar.org/,2022,22999.73229,POINT (50.3371999998802 1.22250000017493)
munitions.473,Conventional,,https://odims.ospar.org/,2022,3379.028109,POINT (48.5348999999351 -2.77039999986005)
munitions.474,Conventional,,https://odims.ospar.org/,2022,442.8109114,POINT (49.5965999995904 0.109999999700278)
munitions.475,Conventional,,https://odims.ospar.org/,2022,5613.985971,POINT (49.3772000001799 0.245200000379782)
munitions.476,Conventional,,https://odims.ospar.org/,2022,8899.248376,POINT (51.11300000015 2.12609999981521)
munitions.477,Conventional,,https://odims.ospar.org/,2022,5613.985971,POINT (49.3772000001799 0.245200000379782)
munitions.478,Conventional,,https://odims.ospar.org/,2022,18674.85433,POINT (49.6300000001999 -0.970000000299706)
munitions.479,Conventional,,https://odims.ospar.org/,2022,5863.419175,POINT (49.7302000002299 -1.69439999995996)
munitions.480,Conventional,,https://odims.ospar.org/,2022,248.2225524,POINT (47.4868999998352 -3.09969999965523)
munitions.481,Conventional,,https://odims.ospar.org/,2022,804.4489044,POINT (50.8830000002499 1.63190000028482)
munitions.482,Conventional,,https://odims.ospar.org/,2022,2237.917863,POINT (50.7712999995954 1.63859999989012)
munitions.483,Conventional,,https://odims.ospar.org/,2022,1947.528678,POINT (50.9562999999451 1.722500000075)
munitions.484,Conventional,,https://odims.ospar.org/,2022,8300.718921,POINT (49.6076999997553 0.254099999815196)
munitions.485,Conventional,,https://odims.ospar.org/,2022,7956.270908,POINT (49.3768999998352 -0.0941000001148495)
munitions.486,Conventional,,https://odims.ospar.org/,2022,13435.73193,POINT (49.4619000003848 -0.465800000069919)
munitions.487,Conventional,,https://odims.ospar.org/,2022,935.4115525,POINT (46.2086000003898 -1.51550000032472)
munitions.488,Conventional,,https://odims.ospar.org/,2022,3888.939797,POINT (50.3791000003648 1.68159999984016)
munitions.489,Conventional,,https://odims.ospar.org/,2022,2961.403902,POINT (50.9629999995504 1.71250000027482)
munitions.490,Conventional,,https://odims.ospar.org/,2022,4304.479243,POINT (48.7015999999401 -2.11859999998995)
munitions.491,Conventional,,https://odims.ospar.org/,2022,1364.275725,POINT (47.3419999997003 -3.18109999966521)
munitions.492,Conventional,,https://odims.ospar.org/,2022,9969.83589,POINT (51.05580000007 1.80739999961037)
munitions.493,Conventional,,https://odims.ospar.org/,2022,13262.39893,POINT (49.4236000004397 -0.261299999795085)
munitions.494,Conventional,,https://odims.ospar.org/,2022,15133.16721,POINT (49.6691000001649 -0.0599999996002794)
munitions.495,Conventional,,https://odims.ospar.org/,2022,34631.00574,POINT (49.6571999999801 -0.554099999915024)
munitions.496,Conventional,,https://odims.ospar.org/,2022,8899.248376,POINT (51.11300000015 2.12609999981521)
munitions.497,Conventional,,https://odims.ospar.org/,2022,2915.82808,POINT (51.061300000095 2.16129999979518)
munitions.498,Conventional,,https://odims.ospar.org/,2022,6264.478445,POINT (50.9982999996453 1.71689999993509)
munitions.499,Conventional,,https://odims.ospar.org/,2022,8300.718921,POINT (49.6076999997553 0.254099999815196)
munitions.500,Conventional,,https://odims.ospar.org/,2022,214.6536309,POINT (48.649300000095 -2.02560000013983)
munitions.501,Conventional,,https://odims.ospar.org/,2022,305.22518,POINT (48.6192999997952 -2.13259999989003)
munitions.502,Conventional,,https://odims.ospar.org/,2022,2403.924099,POINT (46.7160999999151 -1.94110000016485)
munitions.503,Conventional,,https://odims.ospar.org/,2022,2908.897364,POINT (49.6029999997502 0.168599999590356)
munitions.504,Conventional,,https://odims.ospar.org/,2022,10244.47302,POINT (44.9783999995604 -1.07570000035469)
munitions.505,Conventional,,https://odims.ospar.org/,2022,2361.670035,POINT (48.6282000001299 -2.36489999973514)
munitions.506,Conventional,,https://odims.ospar.org/,2022,8194.573074,POINT (49.4176999999551 -0.620800000119857)
munitions.507,Conventional,,https://odims.ospar.org/,2022,3029.957246,POINT (51.0626999999051 2.16160000013997)
munitions.508,Conventional,,https://odims.ospar.org/,2022,245.6909052,POINT (48.6816999995554 -2.31889999993501)
munitions.509,Conventional,,https://odims.ospar.org/,2022,9279.815991,POINT (49.7702000003298 -1.74800000039966)
munitions.510,Conventional,,https://odims.ospar.org/,2022,5032.990891,POINT (49.6382999998452 -1.98720000007989)
munitions.511,Conventional,,https://odims.ospar.org/,2022,8300.718921,POINT (49.6076999997553 0.254099999815196)
munitions.512,Conventional,,https://odims.ospar.org/,2022,9479.461776,POINT (45.1859999998002 -1.0571999997801)
munitions.513,Conventional,,https://odims.ospar.org/,2022,338.5791401,POINT (46.3438000001699 -1.44040000035966)
munitions.514,Conventional,,https://odims.ospar.org/,2022,2435.979462,POINT (47.6974999999251 -3.25050000027477)
munitions.515,Conventional,,https://odims.ospar.org/,2022,1036.864995,POINT (48.2457999995704 -4.48380000016982)
munitions.516,Conventional,,https://odims.ospar.org/,2022,63739.55964,POINT (50.1249999997502 -0.680200000029913)
munitions.517,Conventional,,https://odims.ospar.org/,2022,28968.79636,POINT (51.3018999995854 2.18799999990011)
munitions.518,Conventional,,https://odims.ospar.org/,2022,25768.96592,POINT (51.2832999997952 2.25000000009999)
munitions.519,Conventional,,https://odims.ospar.org/,2022,27764.6367,POINT (49.5804999999751 -0.33610000031473)
munitions.520,Conventional,,https://odims.ospar.org/,2022,6303.378096,POINT (50.6436000003398 1.66550000022488)
munitions.521,Conventional,,https://odims.ospar.org/,2022,8300.718921,POINT (49.6076999997553 0.254099999815196)
munitions.522,Conventional,,https://odims.ospar.org/,2022,267.8336161,POINT (49.6691000001649 -1.90270000010486)
munitions.523,Conventional,,https://odims.ospar.org/,2022,28679.18608,POINT (51.3012999997952 2.19910000006502)
munitions.524,Conventional,,https://odims.ospar.org/,2022,682.3659429,POINT (48.6316000004397 -2.26900000014984)
munitions.525,Conventional,,https://odims.ospar.org/,2022,3121.455355,POINT (43.3613000001949 -1.69959999964021)
munitions.526,Conventional,,https://odims.ospar.org/,2022,2684.610746,POINT (49.5082999997452 -1.3232999997951)
munitions.527,Conventional,,https://odims.ospar.org/,2022,6008.833092,POINT (49.7569000003348 -1.33409999961526)
munitions.528,Conventional,,https://odims.ospar.org/,2022,3219.39338,POINT (49.6888000003198 -1.6385999996902)
munitions.529,Conventional,,https://odims.ospar.org/,2022,8661.196762,POINT (49.5999999999001 0.254099999815196)
munitions.530,Conventional,,https://odims.ospar.org/,2022,732.888528,POINT (49.6232999996953 -1.24049999997499)
munitions.531,Conventional,,https://odims.ospar.org/,2022,16299.15694,POINT (51.2055000003248 2.33329999959534)
munitions.532,Conventional,,https://odims.ospar.org/,2022,13575.63911,POINT (49.4680000001999 -0.633799999770133)
munitions.533,Conventional,,https://odims.ospar.org/,2022,3750.701888,POINT (51.1174999999251 2.51269999980519)
munitions.534,Conventional,,https://odims.ospar.org/,2022,5202.940849,POINT (50.3871999997802 1.69659999999004)
munitions.535,Conventional,,https://odims.ospar.org/,2022,5202.940849,POINT (50.3871999997802 1.69659999999004)
munitions.536,Conventional,,https://odims.ospar.org/,2022,13320.95317,POINT (51.1069000003348 1.90939999991014)
munitions.537,Conventional,,https://odims.ospar.org/,2022,6049.380977,POINT (49.6021999997303 0.215799999870171)
munitions.538,Conventional,,https://odims.ospar.org/,2022,4121.140716,POINT (49.7702000003298 0.258300000144914)
munitions.539,Conventional,,https://odims.ospar.org/,2022,13575.63911,POINT (49.4680000001999 -0.633799999770133)
munitions.540,Conventional,,https://odims.ospar.org/,2022,8300.718921,POINT (49.6076999997553 0.254099999815196)
munitions.541,Conventional,,https://odims.ospar.org/,2022,12779.28466,POINT (51.3029999999501 1.60969999995507)
munitions.542,Conventional,,https://odims.ospar.org/,2022,54473.22271,POINT (51.5499999996003 2.25359999974023)
munitions.543,Conventional,,https://odims.ospar.org/,2022,13575.63911,POINT (49.4680000001999 -0.633799999770133)
munitions.544,Unknown,,https://odims.ospar.org/,2022,333.2180664,POINT (58.6800000001 5.54000000000002)
munitions.545,Unknown,,https://odims.ospar.org/,2022,594.123458,POINT (62.6000000000001 6.1799999998002)
munitions.546,Unknown,,https://odims.ospar.org/,2022,215.9095715,POINT (63.2799999999002 8.13000000039978)
munitions.547,Unknown,,https://odims.ospar.org/,2022,380.5039822,POINT (59.4300000003997 10.4700000003998)
munitions.548,Unknown,,https://odims.ospar.org/,2022,380.5039822,POINT (59.4300000003997 10.4700000003998)
munitions.549,Unknown,,https://odims.ospar.org/,2022,184.8514435,POINT (58.7499999996003 5.4900000001)
munitions.550,Unknown,,https://odims.ospar.org/,2022,182.1831772,POINT (70.2800000002998 30.9799999997003)
munitions.551,Unknown,,https://odims.ospar.org/,2022,215.9095715,POINT (63.2799999999002 8.13000000039978)
munitions.552,Unknown,,https://odims.ospar.org/,2022,17.13712372,POINT (60.3099999999001 4.95999999990011)
munitions.553,Unknown,,https://odims.ospar.org/,2022,304.6110031,POINT (70.0700000000001 29.7099999999001)
munitions.554,Unknown,,https://odims.ospar.org/,2022,222.0913025,POINT (59.2399999997003 10.4599999997003)
munitions.555,Unknown,,https://odims.ospar.org/,2022,126.628602,POINT (59.2600000001999 10.4900000000001)
munitions.556,Unknown,,https://odims.ospar.org/,2022,443.7925526,POINT (59.2500000003998 10.4900000000001)
munitions.557,Unknown,,https://odims.ospar.org/,2022,443.7925526,POINT (59.2500000003998 10.4900000000001)
munitions.558,Unknown,,https://odims.ospar.org/,2022,527.0474448,POINT (58.1800000001999 8.34999999960036)
munitions.559,Unknown,,https://odims.ospar.org/,2022,443.7925526,POINT (59.2500000003998 10.4900000000001)
munitions.560,Unknown,,https://odims.ospar.org/,2022,114.9724218,POINT (70.0200000001 20.9899999997003)
munitions.561,Unknown,,https://odims.ospar.org/,2022,380.5039822,POINT (59.4300000003997 10.4700000003998)
munitions.562,Unknown,,https://odims.ospar.org/,2022,39.89678738,POINT (71.0699999998002 25.7300000002998)
munitions.563,Unknown,,https://odims.ospar.org/,2022,867.1418186,POINT (68.4400000001999 16.4899999997003)
munitions.564,Unknown,,https://odims.ospar.org/,2022,131.7894676,POINT (58.4299999997003 8.78000000000003)
munitions.565,Unknown,,https://odims.ospar.org/,2022,32.92513494,POINT (69.9700000001999 29.6799999996003)
munitions.566,Unknown,,https://odims.ospar.org/,2022,721.2487573,POINT (70.2000000001 30.47)
munitions.567,Unknown,,https://odims.ospar.org/,2022,721.2487573,POINT (70.2000000001 30.47)
munitions.568,Unknown,,https://odims.ospar.org/,2022,443.7925526,POINT (59.2500000003998 10.4900000000001)
munitions.569,Unknown,,https://odims.ospar.org/,2022,308.5550775,POINT (66.7800000001 13.3500000003997)
munitions.570,Unknown,,https://odims.ospar.org/,2022,795.9669086,POINT (67.2600000003998 14.4199999997003)
munitions.571,Unknown,,https://odims.ospar.org/,2022,88.66069611,POINT (68.6700000001 16.6199999998002)
munitions.572,Conventional,,https://odims.ospar.org/,2022,13467.61219,POINT (55.5242999998452 -4.40989999978513)
munitions.573,Conventional,The UXB has been marked by a radar reflector in the position. Photographs are available if required,https://odims.ospar.org/,2022,79182.26518,POINT (52.8220329996233 2.87415000012248)
munitions.574,Unknown,Joint Services EOD have been unable to find the object on 03/02/2019.  Weather conditions have now exceeded the diver limits.  They are standing down and refering to their Operations Room for future tasking. A Local Navigation Warning is in place,https://odims.ospar.org/,2022,4928.578691,POINT (56.1541999997303 -2.61670000040465)
munitions.575,Unknown,Item was detonated on scene by EOD,https://odims.ospar.org/,2022,166.4509678,POINT (51.5351999996803 0.805500000324798)
munitions.576,Conventional,Multiple items of ordnance found. EODU attended and transported for disposal,https://odims.ospar.org/,2022,13.15080862,POINT (53.9571000002649 -0.18750000042462)
munitions.577,Conventional,Ordnance - confirmed as a hand grenade - was found on the beach at Saltburn. Removed by EOD for Disposal,https://odims.ospar.org/,2022,45.28663171,POINT (54.5859999999001 -0.96629999964523)
munitions.578,Conventional,Location Ynyslas Beach Mid Wales. Identified as part of a Matress Rocket by EOD Navy team. Disposed of on beach by EOD,https://odims.ospar.org/,2022,17.39606747,POINT (52.5298999996853 -4.06040000015986)
munitions.579,Conventional,"Joint Services EOD, Devon & Cornwall Police and Berry Head CRT were tasked to report of possible ordinance found on Brixham Harbour Quay side. Ordinance confirmed as 247 detonators & 3 projectiles. Ordnance removed and transported from scene for disposal",https://odims.ospar.org/,2022,4.28638117,POINT (50.3971999995804 -3.51319999997997)
munitions.580,Conventional,"Over 160 objects found on shore, 8 destroyed, the rest taken away to be disposed of",https://odims.ospar.org/,2022,787.5154324,POINT (54.3374000002099 -3.43539999961024)
munitions.581,Unknown,EOD attended the scene and destroyed the object,https://odims.ospar.org/,2022,123.1990276,POINT (55.8503999995604 -5.28549999962524)
munitions.582,Conventional,Sea mine located on marsh land at Thornham Norfolk. Detonated in situ by EOD at 031510 utc sept,https://odims.ospar.org/,2022,27.60311946,POINT (52.9733000001949 0.587800000169921)
munitions.583,Unknown,Marked by a buoy. JSEOD informed,https://odims.ospar.org/,2022,72588.95295,POINT (53.4166999998052 2.0539999997003)
munitions.584,Conventional,Marked with refector and left in the deep water route approximately 50nm at 080 from Great Yarmouth,https://odims.ospar.org/,2022,90162.16535,POINT (52.7105000003748 3.07260000018988)
munitions.585,Unknown,Found and reported by fishing vessel GO 26 Arendjan. Dropped with reflector 43 nm east of Lowestoft. Position is in deep water route at a depth of approx 30mtrs,https://odims.ospar.org/,2022,80405.13612,POINT (52.5260999998152 2.9455999999401)
munitions.586,Unknown,"Found and reported by fishing vessel GO-9 ONDERNEMING to JRCC Den Helder. Device reported as 1.10m long and 0.60m diameter, rust in colour",https://odims.ospar.org/,2022,77741.13332,POINT (53.0244999996753 2.74010000031478)
munitions.587,Unknown,"Found and reported by fishing vessel GO-9 ONDERNEMING to JRCC Den Helder. Device reported as 1.10m long and 0.60m diameter, rust in colour",https://odims.ospar.org/,2022,75194.4044,POINT (52.7223000004447 2.84730000029481)
munitions.588,Conventional,EOD are aware and are planning a disposal - DATE TBC Any further questions then please do not hesitiate to get in touch,https://odims.ospar.org/,2022,3051.50943,POINT (58.881100000065 -3.05250000027473)
munitions.589,Unknown,FV OD-6 ZELDENRUST reported to Den Helder of UXO in his nets. Dropped in gear,https://odims.ospar.org/,2022,95796.46958,POINT (52.7662999997452 3.14519999998004)
munitions.590,Conventional,EOD were unable to find the munition when they arrived on scene. All units stood down pending further reports,https://odims.ospar.org/,2022,45207.18622,POINT (50.0767000000051 -0.0733999997101478)
munitions.591,Conventional,Radar reflector attached,https://odims.ospar.org/,2022,78761.48879,POINT (52.3812999997952 2.91009999961534)
munitions.592,Conventional,Radar reflector attached,https://odims.ospar.org/,2022,72620.1147,POINT (52.4430999997653 2.83029999964532)
munitions.593,Unknown,"Ordnance caught by fishing vessel GO-26 ARENDJAN, callsign PBGF. Released and unmarked",https://odims.ospar.org/,2022,68842.27184,POINT (52.493500000125 2.77690000033482)
munitions.594,Conventional,,https://odims.ospar.org/,2022,64.39026967,POINT (56.7037999999701 -2.45230000034468)
munitions.595,Conventional,,https://odims.ospar.org/,2022,7261.54753,POINT (51.422900000135 3.25200000039973)
munitions.596,Conventional,Wissant Beach,https://odims.ospar.org/,2022,277.0951932,POINT (50.9018000002699 1.68260000008996)
munitions.597,Conventional,Calais beach - Not found,https://odims.ospar.org/,2022,76.21575176,POINT (50.9652000002798 1.83949999962533)
munitions.598,Conventional,Ver sur mer beach,https://odims.ospar.org/,2022,712.3174768,POINT (49.3392999997952 -0.536599999590237)
munitions.599,Conventional,Octeville sur mer beach,https://odims.ospar.org/,2022,562.5825971,POINT (49.56500000015 0.104000000000042)
munitions.600,Conventional,Lefrinckoucke beach,https://odims.ospar.org/,2022,17.3411243,POINT (51.0623999995604 2.44870000000503)
munitions.601,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4233.126208,POINT (54.47240718984 10.3467542596014)
munitions.602,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4135.649885,POINT (54.4716661295882 10.3451087799463)
munitions.603,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,3896.422157,POINT (54.4693838903543 10.3463371297548)
munitions.604,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4251.929892,POINT (54.4725861998933 10.346662009844)
munitions.605,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,3763.705594,POINT (54.4679461495952 10.3489679201335)
munitions.606,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4294.674696,POINT (54.4726717299164 10.3501034302292)
munitions.607,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,3503.289589,POINT (54.4653175103949 10.3513717099365)
munitions.608,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,3656.423869,POINT (54.466591570045 10.3524377501021)
munitions.609,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,3676.472465,POINT (54.4669321100289 10.3511423504391)
munitions.610,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,3147.909853,POINT (54.8376011397808 9.87846750357249)
munitions.611,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,3198.894255,POINT (54.8371608496935 9.87824765800309)
munitions.612,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,3406.953503,POINT (54.8353315297264 9.87756137185988)
munitions.613,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4136.73262,POINT (54.4716822202583 10.345037759585)
munitions.614,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4151.986691,POINT (54.4716936299571 10.3464833100568)
munitions.615,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4184.823408,POINT (54.4714090296031 10.352702419681)
munitions.616,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4193.933605,POINT (54.4720276498562 10.3470195703969)
munitions.617,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4234.857739,POINT (54.4724197200941 10.3467906902382)
