FID,munition_type,description,infoprov,thedate,dist_coast,geometry
munitions.1035,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26286.67503,POINT (54.7500599204291 19.1697957397816)
munitions.1036,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26326.51382,POINT (54.7498346798267 19.1707568497488)
munitions.1037,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26302.96751,POINT (54.749705660388 19.1704638002642)
munitions.1038,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26291.68554,POINT (54.7493333401616 19.1706477502935)
munitions.1039,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26364.87606,POINT (54.749665869884 19.171630329776)
munitions.1040,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26342.87214,POINT (54.7509365498819 19.1698946202406)
munitions.1041,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26330.00146,POINT (54.7517273102672 19.1688181902074)
munitions.1042,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26291.70045,POINT (54.7527528800414 19.1670125601815)
munitions.1043,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26278.59873,POINT (54.7535288897465 19.1659268203665)
munitions.1044,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26273.39254,POINT (54.7537290095862 19.1656117698673)
munitions.1045,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26375.16898,POINT (54.7499202701044 19.1715517596061)
munitions.1046,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26332.54832,POINT (54.7494346101192 19.1712842796458)
munitions.1047,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26216.04392,POINT (54.749098369794 19.1695188403223)
munitions.1048,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26049.31341,POINT (54.7480937200492 19.1675382696754)
munitions.1049,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26058.15979,POINT (54.7481931203163 19.1675953397532)
munitions.1050,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26020.40332,POINT (54.7479959403604 19.1671151998067)
munitions.1051,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25757.37713,POINT (54.7465647295787 19.1638301499415)
munitions.1052,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25762.36593,POINT (54.746384420005 19.1641078695826)
munitions.1053,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25706.18821,POINT (54.7458074797315 19.1636868195911)
munitions.1054,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25735.92671,POINT (54.7461331701098 19.1638888603827)
munitions.1055,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25801.82838,POINT (54.7465227600174 19.1646800497446)
munitions.1056,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25866.19449,POINT (54.746866649976 19.1654907202206)
munitions.1057,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25906.67104,POINT (54.7468932096539 19.1661970801312)
munitions.1058,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26147.64959,POINT (54.7482399498139 19.1691708296701)
munitions.1059,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26329.4584,POINT (54.7491789301636 19.1714941904046)
munitions.1060,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26356.72336,POINT (54.7494128995857 19.1717457595592)
munitions.1061,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26401.85786,POINT (54.7499050203005 19.1720526199325)
munitions.1062,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26322.09883,POINT (54.7492382899152 19.171298929602)
munitions.1063,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26161.5306,POINT (54.7481110796626 19.1695561495967)
munitions.1064,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25893.75144,POINT (54.7467943498794 19.1660652197342)
munitions.1065,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25792.16609,POINT (54.7459953103353 19.1650501900143)
munitions.1066,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25854.00105,POINT (54.7463914500055 19.1657613702911)
munitions.1067,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25939.9056,POINT (54.7466850903447 19.167014169968)
munitions.1068,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26065.22073,POINT (54.7475316500656 19.1684101102384)
munitions.1069,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26079.7996,POINT (54.7474705699109 19.1687373600412)
munitions.1070,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26170.86485,POINT (54.7480621295637 19.1697760095552)
munitions.1071,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26285.19431,POINT (54.7485500000825 19.1713434001778)
munitions.1072,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26335.32058,POINT (54.7491091301823 19.1716730196941)
munitions.1073,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26385.19712,POINT (54.7488450802363 19.1728503500636)
munitions.1074,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26010.4498,POINT (54.7469987801696 19.1679681204325)
munitions.1075,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25930.27149,POINT (54.7466051199304 19.1669221603295)
munitions.1076,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25872.62433,POINT (54.746004530185 19.1664967000627)
munitions.1077,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24629.4857,POINT (54.7467886202986 19.1429396704295)
munitions.1078,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24693.11248,POINT (54.7466093701264 19.1443129603749)
munitions.1079,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24720.16808,POINT (54.7466081704308 19.144813339564)
munitions.1080,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24744.39554,POINT (54.7468215103045 19.1450250004035)
munitions.1081,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24801.76377,POINT (54.7466092199396 19.1463159097515)
munitions.1082,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24820.10067,POINT (54.7465644202119 19.1467026299225)
munitions.1083,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24888.57302,POINT (54.7468664503265 19.1476323697381)
munitions.1084,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24916.08375,POINT (54.7468023601409 19.1482086499093)
munitions.1085,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24773.14598,POINT (54.7464217697489 19.145994429999)
munitions.1086,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24718.5582,POINT (54.7465867701634 19.1448072295701)
munitions.1087,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24687.3017,POINT (54.7463735301144 19.144465739902)
munitions.1088,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24691.39144,POINT (54.7465792896026 19.1443144001894)
munitions.1089,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24564.72498,POINT (54.7463608703579 19.1422175597926)
munitions.1090,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24587.05382,POINT (54.7460772295805 19.1429434700651)
munitions.1091,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24632.69381,POINT (54.7459633996912 19.143910320405)
munitions.1092,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24711.06035,POINT (54.74624156 19.1450486498753)
munitions.1093,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24750.98274,POINT (54.7461183097123 19.1459186899956)
munitions.1094,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24825.21508,POINT (54.7462701998099 19.1471182803844)
munitions.1095,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24839.90134,POINT (54.7461299298524 19.1475410597722)
munitions.1096,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24819.82369,POINT (54.7460636902871 19.14724419986)
munitions.1097,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24623.0377,POINT (54.7458693198133 19.1438357603121)
munitions.1098,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24579.21363,POINT (54.7460106203939 19.1428723202015)
munitions.1099,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24757.5757,POINT (54.7455361803505 19.1466741304068)
munitions.1100,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24751.88711,POINT (54.7455228595924 19.1465841298538)
munitions.1101,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24717.55013,POINT (54.7455199296011 19.1459565901246)
munitions.1102,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25852.76141,POINT (54.7456497098663 19.1665012704174)
munitions.1103,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25881.44478,POINT (54.7458706598032 19.1667934700426)
munitions.1104,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25889.76063,POINT (54.7461533499971 19.1666538404025)
munitions.1105,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26066.63745,POINT (54.746800520128 19.1691885795893)
munitions.1106,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26119.42101,POINT (54.7470992596232 19.1698366499415)
munitions.1107,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26367.92114,POINT (54.7485115603603 19.1728812597624)
munitions.1108,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26405.52617,POINT (54.748726070252 19.1733411199967)
munitions.1109,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26331.41459,POINT (54.7483128299732 19.1724250300911)
munitions.1110,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26287.47482,POINT (54.7480877395576 19.1718613898913)
munitions.1111,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26203.61957,POINT (54.7474089798406 19.1710415301425)
munitions.1112,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26117.8478,POINT (54.7470873103312 19.169820460346)
munitions.1113,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26117.8478,POINT (54.7470873103312 19.169820460346)
munitions.1114,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26092.15865,POINT (54.7470254396724 19.169419350123)
munitions.1115,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26092.15865,POINT (54.7470254396724 19.169419350123)
munitions.1116,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26064.77933,POINT (54.7466659698587 19.1692928496853)
munitions.1117,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26064.77933,POINT (54.7466659698587 19.1692928496853)
munitions.1118,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25855.19736,POINT (54.7456728602144 19.1665215995922)
munitions.1119,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25855.19736,POINT (54.7456728602144 19.1665215995922)
munitions.1120,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25823.82741,POINT (54.7452411703438 19.1663960299529)
munitions.1121,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25823.82741,POINT (54.7452411703438 19.1663960299529)
munitions.1122,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25845.7772,POINT (54.7454270098487 19.166602749917)
munitions.1123,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24688.63527,POINT (54.7455158295919 19.1454296602507)
munitions.1124,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24644.47371,POINT (54.7454844297627 19.1446518797805)
munitions.1125,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24634.24162,POINT (54.7452280798121 19.1447433201482)
munitions.1126,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24710.05819,POINT (54.745027280085 19.1463535104062)
munitions.1127,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24816.10138,POINT (54.7450770395737 19.1482437297644)
munitions.1128,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24811.69777,POINT (54.744932409703 19.1483186001233)
munitions.1129,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24711.13519,POINT (54.7450030199735 19.1463995098296)
munitions.1130,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24537.42779,POINT (54.7446940398981 19.1435455302021)
munitions.1131,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24547.25429,POINT (54.7446251599233 19.1438009799313)
munitions.1132,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24652.69133,POINT (54.7445090196755 19.1458614400535)
munitions.1133,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24650.48697,POINT (54.7444687597255 19.1458644599769)
munitions.1134,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24759.67048,POINT (54.7442052799498 19.1481458097813)
munitions.1135,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24760.69382,POINT (54.7439479704225 19.1484389797752)
munitions.1136,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24762.61894,POINT (54.7439370400624 19.1484857795951)
munitions.1137,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24743.68391,POINT (54.7439216499643 19.1481563102656)
munitions.1138,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24704.36,POINT (54.7436976702114 19.1476766298726)
munitions.1139,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24481.34108,POINT (54.7438806004095 19.1433982797069)
munitions.1140,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24524.13476,POINT (54.7435400901031 19.1445494496974)
munitions.1141,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24703.10915,POINT (54.7436124801319 19.1477444900162)
munitions.1142,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24656.47386,POINT (54.7433749799714 19.1471456395597)
munitions.1143,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24598.79725,POINT (54.7431808999786 19.1462989404438)
munitions.1144,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24473.53555,POINT (54.7430529003711 19.1441460300153)
munitions.1145,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25468.31597,POINT (54.7491206495984 19.1558343801526)
munitions.1146,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25384.81977,POINT (54.749092019681 19.1543304699753)
munitions.1147,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25270.60029,POINT (54.7489887802081 19.1523407100558)
munitions.1148,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25267.4992,POINT (54.7489214902346 19.1523574500363)
munitions.1149,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25262.82105,POINT (54.7490004803879 19.1521845202994)
munitions.1150,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25232.60624,POINT (54.7491361197362 19.151478199959)
munitions.1151,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25196.11585,POINT (54.7492639502711 19.1506636300226)
munitions.1152,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25211.74999,POINT (54.7492180398807 19.1510029900959)
munitions.1153,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25161.47505,POINT (54.7492344597026 19.1500565300848)
munitions.1154,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25162.69324,POINT (54.7492510396038 19.1500606597717)
munitions.1155,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25198.27223,POINT (54.7492849701253 19.1506801901387)
munitions.1156,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25394.23173,POINT (54.7496815900334 19.1538576900804)
munitions.1157,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25329.82971,POINT (54.7496715895722 19.1526811601075)
munitions.1158,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25223.60382,POINT (54.7497181600651 19.1506680097209)
munitions.1159,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25158.82707,POINT (54.7497997798361 19.1493790204255)
munitions.1160,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25210.47149,POINT (54.7497282702435 19.1504140096989)
munitions.1161,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25332.54021,POINT (54.7497093098368 19.1526895498829)
munitions.1162,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25530.94243,POINT (54.7502440296383 19.1557589504153)
munitions.1163,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25428.90311,POINT (54.7500134704454 19.1541316802329)
munitions.1164,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25269.58956,POINT (54.7502492996655 19.1509276098214)
munitions.1165,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25299.64849,POINT (54.7502973000804 19.1514302499062)
munitions.1166,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25199.27107,POINT (54.7503719797831 19.1494883501073)
munitions.1167,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25271.14011,POINT (54.7502585698771 19.1509459703803)
munitions.1168,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25290.63387,POINT (54.7502529599062 19.1513128596009)
munitions.1169,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25302.31957,POINT (54.7503159304359 19.151458920293)
munitions.1170,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25493.92136,POINT (54.750404869789 19.1548995195972)
munitions.1171,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25532.20197,POINT (54.750252660432 19.155772680365)
munitions.1172,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25330.54811,POINT (54.7507859404189 19.1514571603198)
munitions.1173,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25332.65333,POINT (54.7508014798045 19.1514787800217)
munitions.1174,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25651.09827,POINT (54.751299759976 19.1568120898061)
munitions.1175,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25539.09222,POINT (54.7511085802968 19.154955470019)
munitions.1176,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25416.69625,POINT (54.751376269799 19.1523926504005)
munitions.1177,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25282.84865,POINT (54.7513758498156 19.1499102103879)
munitions.1178,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25285.33195,POINT (54.7513947103976 19.1499350496629)
munitions.1179,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25339.02524,POINT (54.7513625596345 19.150967930026)
munitions.1180,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25418.57437,POINT (54.7513942400522 19.1524073300343)
munitions.1181,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25395.1506,POINT (54.7518691396491 19.1514392602137)
munitions.1182,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25642.72312,POINT (54.7517701503722 19.1561365595546)
munitions.1183,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25508.943,POINT (54.7527144996745 19.1525985303979)
munitions.1184,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26516.47591,POINT (54.7599359100143 19.1631256300439)
munitions.1185,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26473.26339,POINT (54.7599373003662 19.1623143902969)
munitions.1186,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26315.21095,POINT (54.7587397604316 19.1607428196255)
munitions.1187,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26286.88621,POINT (54.758570210347 19.1604088500884)
munitions.1188,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26319.13567,POINT (54.758718409627 19.160840969835)
munitions.1189,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26428.49861,POINT (54.759214630351 19.1623136897251)
munitions.1190,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26613.09874,POINT (54.7604401302079 19.1643506703472)
munitions.1191,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26441.17649,POINT (54.7592695096802 19.1624874702206)
munitions.1192,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26419.45291,POINT (54.7591958498087 19.1621661397556)
munitions.1193,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26353.27129,POINT (54.7585508299569 19.1616728598147)
munitions.1194,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26430.76605,POINT (54.7587540902292 19.1628870102274)
munitions.1195,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26686.67274,POINT (54.7602876996177 19.1659037698432)
munitions.1196,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26607.85557,POINT (54.7597838697299 19.1650109795731)
munitions.1197,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26505.75916,POINT (54.7589021797918 19.1641173295512)
munitions.1198,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26346.14984,POINT (54.758266559654 19.1618668795529)
munitions.1199,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26275.23496,POINT (54.7577917302042 19.1610879398566)
munitions.1200,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26261.43438,POINT (54.7573185995738 19.1613721597974)
munitions.1201,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26442.19225,POINT (54.7583701399701 19.163540700443)
munitions.1202,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26676.75497,POINT (54.7598675399551 19.166201930175)
munitions.1203,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26662.78574,POINT (54.7596455602944 19.1661958399661)
munitions.1204,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26490.50476,POINT (54.7586074800512 19.1641702897272)
munitions.1205,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26339.35175,POINT (54.7577280896796 19.1623570001755)
munitions.1206,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26286.67258,POINT (54.7572470297267 19.1619241798571)
munitions.1207,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26338.2967,POINT (54.7573547604139 19.1627630296901)
munitions.1208,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26440.84681,POINT (54.7578535999637 19.1641049998459)
munitions.1209,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26687.34302,POINT (54.7593438800161 19.1669989102716)
munitions.1210,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26456.0341,POINT (54.757985019693 19.1642382496955)
munitions.1211,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26432.61939,POINT (54.7579127996361 19.1638843799602)
munitions.1212,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26380.54928,POINT (54.7574815702183 19.1634054801788)
munitions.1213,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26382.59349,POINT (54.7576096300804 19.1632978601082)
munitions.1214,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26656.91991,POINT (54.7589680299507 19.1668604704344)
munitions.1215,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26697.19244,POINT (54.7591332695848 19.1674223902312)
munitions.1216,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26641.17363,POINT (54.7586735802216 19.1669021000519)
munitions.1217,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26282.14353,POINT (54.7563009798064 19.1629127101535)
munitions.1218,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26349.286,POINT (54.7566750797911 19.1637376798501)
munitions.1219,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26353.46213,POINT (54.756512660431 19.1639983600363)
munitions.1220,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26375.01496,POINT (54.7565675100826 19.1643366697016)
